album_name,ep,album_release,track_number,track_name,artist,track_release,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,explicit,key_name,mode_name,key_mode,lyrics,era,acoustic_energy_ratio,dance_valence_product,loudness_norm,tempo_bin,speech_acoustic_diff,neg,neu,pos,compound,key_0.0,key_1.0,key_2.0,key_3.0,key_4.0,key_5.0,key_6.0,key_7.0,key_8.0,key_9.0,key_10.0,key_11.0,mode_0.0,mode_1.0,predicted
1989,False,2014-10-27,14.0,Wonderland,Taylor Swift,2014-10-27,0.422,0.692,3.0,-5.447,1.0,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,4.0,245560.0,False,D#,major,D# major,blank space clear new york style style style new york style shake new york I and I you I you love love you and love I I love the love the we you we,1989,0.07113997113997114,0.083134,0.9092166666666667,4.0,0.005600000000000001,0.036,0.465,0.499,0.9747,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Lover
1989,False,2014-10-27,15.0,You Are In Love,Taylor Swift,2014-10-27,0.474,0.48,2.0,-8.894,1.0,0.0622,0.707,0.000108,0.0903,0.319,170.109,4.0,267107.0,False,D,major,D major,new york clear blank space style shake style shake blank space clear style I the love I love and I we we the and love and the love we love I we the,1989,1.4698544698544698,0.151206,0.8517666666666667,4.0,-0.6447999999999999,0.069,0.403,0.528,0.9771,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Lover
reputation,False,2017-11-10,4.0,Don't Blame Me,Taylor Swift,2017-11-10,0.615,0.534,9.0,-6.719,0.0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,4.0,236413.0,False,A,minor,A minor,look snake snake snake reputation made made made reputation snake we love and love you love you love I you love the love love and you the and the we,Reputation,0.19813084112149532,0.118695,0.8880166666666667,3.0,-0.06739999999999999,0.0,0.428,0.572,0.9854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Lover
folklore,False,2020-07-24,1.0,the 1,Taylor Swift,2020-07-24,0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,4.0,210240.0,True,C,major,C major,"I'm doing good, I'm on some new shit
Been saying ""yes"" instead of ""no""
I thought I saw you at the bus stop, I didn't though
I hit the ground running each night
I hit the Sunday matinée
You know the greatest films of all time were never made
I guess you never know, never know
And if you wanted me, you really should've showed
And if you never bleed, you're never gonna grow
And it's alright now
But we were something, don't you think so?
Roaring twenties, tossing pennies in the pool
And if my wishes came true
It would've been you
In my defense, I have none
For never leaving well enough alone
But it would've been fun
If you would've been the one
(Ooh)
I have this dream you're doing cool shit
Having adventures on your own
You meet some woman on the internet and take her home
We never painted by the numbers, baby
But we were making it count
You know the greatest loves of all time are over now
I guess you never know, never know
And it's another day waking up alone
But we were something, don't you think so?
Roaring twenties, tossing pennies in the pool
And if my wishes came true
It would've been you
In my defense, I have none
For never leaving well enough alone
But it would've been fun
If you would've been the one
I, I, I persist and resist the temptation to ask you
If one thing had been different
Would everything be different today?
We were something, don't you think so?
Rosé flowing with your chosen family
And it would've been sweet
If it could've been me
In my defense, I have none
For digging up the grave another time
But it would've been fun
If you would've been the one
(Ooh)",Folklore,2.0718232044198897,0.12714,0.8843,3.0,-0.702,0.069,0.759,0.172,0.9894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Lover
folklore,False,2020-07-24,2.0,cardigan,Taylor Swift,2020-07-24,0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,4.0,239560.0,False,C,minor,C minor,"Vintage tee, brand new phone
High heels on cobblestones
When you are young, they assume you know nothing
Sequin smile, black lipstick
Sensual politics
When you are young, they assume you know nothing
But I knew you
Dancin' in your Levi's
Drunk under a streetlight, I
I knew you
Hand under my sweatshirt
Baby, kiss it better, I
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite
A friend to all is a friend to none
Chase two girls, lose the one
When you are young, they assume you know nothing
But I knew you
Playing hide-and-seek and
Giving me your weekends, I
I knew you
Your heartbeat on the High Line
Once in twenty lifetimes, I
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite
To kiss in cars and downtown bars
Was all we needed
You drew stars around my scars
But now I'm bleedin'
'Cause I knew you
Steppin' on the last train
Marked me like a bloodstain, I
I knew you
Tried to change the ending
Peter losing Wendy, I
I knew you
Leavin' like a father
Running like water, I
And when you are young, they assume you know nothing
But I knew you'd linger like a tattoo kiss
I knew you'd haunt all of my what-ifs
The smell of smoke would hang around this long
'Cause I knew everything when I was young
I knew I'd curse you for the longest time
Chasin' shadows in the grocery line
I knew you'd miss me once the thrill expired
And you'd be standin' in my front porch light
And I knew you'd come back to me
You'd come back to me
And you'd come back to me
And you'd come back
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite",Folklore,0.9036144578313254,0.326808,0.8571333333333333,3.0,-0.48310000000000003,0.06,0.746,0.194,0.9944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Evermore
folklore,False,2020-07-24,3.0,the last great american dynasty,Taylor Swift,2020-07-24,0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,4.0,231000.0,True,G,major,G major,"Rebekah rode up on the afternoon train, it was sunny
Her saltbox house on the coast took her mind off St. Louis
Bill was the heir to the Standard Oil name and money
And the town said, ""How did a middle-class divorcée do it?""
The wedding was charming, if a little gauche
There's only so far new money goes
They picked out a home and called it ""Holiday House""
Their parties were tasteful, if a little loud
The doctor had told him to settle down
It must have been her fault his heart gave out
And they said
""There goes the last great American dynasty
Who knows, if she never showed up, what could've been
There goes the maddest woman this town has ever seen
She had a marvelous time ruining everything""
Rebekah gave up on the Rhode Island set forever
Flew in all her Bitch Pack friends from the city
Filled the pool with champagne and swam with the big names
And blew through the money on the boys and the ballet
And losing on card game bets with Dalí
And they said
""There goes the last great American dynasty
Who knows, if she never showed up, what could've been
There goes the most shameless woman this town has ever seen
She had a marvelous time ruining everything""
They say she was seen on occasion
Pacing the rocks, staring out at the midnight sea
And in a feud with her neighbor
She stole his dog and dyed it key lime green
Fifty years is a long time
Holiday House sat quietly on that beach
Free of women with madness, their men and bad habits
And then it was bought by me
Who knows, if I never showed up, what could've been
There goes the loudest woman this town has ever seen
I had a marvelous time ruining everything
I had a marvelous time ruining everything
A marvelous time ruining everything
A marvelous time
I had a marvelous time",Folklore,0.735474006116208,0.48228799999999994,0.8573666666666667,3.0,-0.4407,0.092,0.752,0.157,0.9825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Evermore
folklore,False,2020-07-24,4.0,exile,Taylor Swift,2020-07-24,0.31,0.374,6.0,-8.464,1.0,0.0275,0.761,2.46e-05,0.11,0.16,75.938,4.0,285640.0,False,F#,major,F# major,mirrorball exile exile august august betty cardigan exile cardigan exile you love you you the I we and I we and I you we and and you I we the,Folklore,2.029333333333333,0.0496,0.8589333333333333,0.0,-0.7335,0.0,0.856,0.144,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Lover
folklore,False,2020-07-24,5.0,my tears ricochet,Taylor Swift,2020-07-24,0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,4.0,255893.0,False,C,major,C major,"We gather here, we line up, weepin' in a sunlit room
And if I'm on fire, you'll be made of ashes, too
Even on my worst day, did I deserve, babe
All the hell you gave me?
'Cause I loved you, I swear I loved you
'Til my dying day
I didn't have it in myself to go with grace
And you're the hero flying around, saving face
And if I'm dead to you, why are you at the wake?
Cursing my name, wishing I stayed
Look at how my tears ricochet
We gather stones, never knowing what they'll mean
Some to throw, some to make a diamond ring
You know I didn't want to have to haunt you
But what a ghostly scene
You wear the same jewels that I gave you
As you bury me
I didn't have it in myself to go with grace
'Cause when I'd fight, you used to tell me I was brave
And if I'm dead to you, why are you at the wake?
Cursing my name, wishing I stayed
Look at how my tears ricochet
And I can go anywhere I want
Anywhere I want, just not home
And you can aim for my heart, go for blood
But you would still miss me in your bones
And I still talk to you (When I'm screaming at the sky)
And when you can't sleep at night (You hear my stolen lullabies)
I didn't have it in myself to go with grace
And so the battleships will sink beneath the waves
You had to kill me, but it killed you just the same
Cursing my name, wishing I stayed
You turned into your worst fears
And you're tossing out blame, drunk on this pain
Crossing out the good years
And you're cursing my name, wishing I stayed
Look at how my tears ricochet",Folklore,3.060150375939849,0.051072000000000006,0.8222833333333334,2.0,-0.7811999999999999,0.21,0.683,0.107,-0.9898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Evermore
folklore,False,2020-07-24,6.0,mirrorball,Taylor Swift,2020-07-24,0.549,0.417,7.0,-10.064,1.0,0.035,0.686,1.9e-06,0.0604,0.347,110.137,4.0,208973.0,False,G,major,G major,"I want you to know
I'm a mirrorball
I'll show you every version of yourself tonight
I'll get you out on the floor
Shimmering beautiful
And when I break, it's in a million pieces
Hush, when no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush, I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
I want you to know
I'm a mirrorball
I can change everything about me to fit in
You are not like the regulars
The masquerade revelers
Drunk as they watch my shattered edges glisten
Hush, when no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush, I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
And they called off the circus, burned the disco down
When they sent home the horses and the rodeo clowns
I'm still on that tightrope
I'm still trying everything to get you laughing at me
And I'm still a believer, but I don't know why
I've never been a natural, all I do is try, try, try
I'm still on that trapeze
I'm still trying everything to keep you looking at me
Because I'm a mirrorball
I'm a mirrorball
And I'll show you every version of yourself tonight",Folklore,1.641148325358852,0.190503,0.8322666666666667,2.0,-0.651,0.06,0.805,0.135,0.9713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Evermore
folklore,False,2020-07-24,7.0,seven,Taylor Swift,2020-07-24,0.602,0.494,4.0,-10.813,1.0,0.0277,0.888,2.59e-05,0.0902,0.374,94.955,4.0,208907.0,False,E,major,E major,"Please picture me in the trees
I hit my peak at seven
Feet in the swing over the creek
I was too scared to jump in
But I, I was high in the sky
With Pennsylvania under me
Are there still beautiful things?
Sweet tea in the summer
Cross your heart, won't tell no other
And though I can’t recall your face
I still got love for you
Your braids like a pattern
Love you to the Moon and to Saturn
Passed down like folk songs
The love lasts so long
And I've been meaning to tell you
I think your house is haunted
Your dad is always mad and that must be why
And I think you should come live with me
And we can be pirates
Then you won't have to cry
Or hide in the closet
And just like a folk song
Our love will be passed on
Please picture me in the weeds
Before I learned civility
I used to scream ferociously
Any time I wanted
I, I
Sweet tea in the summer
Cross my heart, won’t tell no other
And though I can't recall your face
I still got love for you
Pack your dolls and a sweater
We'll move to India forever
Passed down like folk songs
Our love lasts so long",Folklore,1.793939393939394,0.225148,0.8197833333333333,1.0,-0.8603000000000001,0.069,0.658,0.273,0.996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Evermore
folklore,False,2020-07-24,9.0,this is me trying,Taylor Swift,2020-07-24,0.511,0.478,9.0,-9.837,1.0,0.0322,0.312,2.3e-05,0.147,0.408,135.882,4.0,195107.0,False,A,major,A major,"I've been having a hard time adjusting
I had the shiniest wheels, now they're rusting
I didn't know if you'd care if I came back
I have a lot of regrets about that
Pulled the car off the road to the lookout
Could've followed my fears all the way down
And maybe I don't quite know what to say
But I'm here in your doorway
I just wanted you to know that this is me trying
I just wanted you to know that this is me trying
They told me all of my cages were mental
So I got wasted like all my potential
And my words shoot to kill when I'm mad
I have a lot of regrets about that
I was so ahead of the curve, the curve became a sphere
Fell behind all my classmates and I ended up here
Pouring out my heart to a stranger
But I didn't pour the whiskey
I just wanted you to know that this is me trying
I just wanted you to know that this is me trying
At least I'm trying
And it's hard to be at a party when I feel like an open wound
It's hard to be anywhere these days when all I want is you
You're a flashback in a film reel on the one screen in my town
And I just wanted you to know that this is me trying
(And maybe I don't quite know what to say)
I just wanted you to know that this is me trying
At least I'm trying",Folklore,0.651356993736952,0.20848799999999998,0.83605,3.0,-0.2798,0.114,0.831,0.055,-0.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Evermore
folklore,False,2020-07-24,10.0,illicit affairs,Taylor Swift,2020-07-24,0.529,0.304,10.0,-10.567,1.0,0.0356,0.862,0.0,0.108,0.44,119.58,4.0,190893.0,False,A#,major,A# major,"Make sure nobody sees you leave
Hood over your head, keep your eyes down
Tell your friends you're out for a run
You’ll be flushed when you return
Take the road less traveled by
Tell yourself you can always stop
What started in beautiful rooms
Ends with meetings in parking lots
And that's the thing about illicit affairs
And clandestine meetings and longing stares
It's born from just one single glance
But it dies and it dies and it dies
A million little times
Leave the perfume on the shelf
That you picked out just for him
So you leave no trace behind
Like you don’t even exist
Take the words for what they are
A dwindling, mercurial high
A drug that only worked
The first few hundred times
And that's the thing about illicit affairs
And clandestine meetings and stolen stares
They show their truth one single time
But they lie and they lie and they lie
A million little times
And you wanna scream
Don't call me ""kid,"" don't call me ""baby""
Look at this godforsaken mess that you made me
You showed me colors you know I can't see with anyone else
Don't call me ""kid,"" don't call me ""baby""
Look at this idiotic fool that you made me
You taught me a secret language I can't speak with anyone else
And you know damn well
For you, I would ruin myself
A million little times",Folklore,2.8262295081967213,0.23276000000000002,0.8238833333333333,2.0,-0.8264,0.143,0.796,0.061,-0.9742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Evermore
folklore,False,2020-07-24,11.0,invisible string,Taylor Swift,2020-07-24,0.651,0.459,4.0,-11.128,0.0,0.0507,0.859,6.63e-05,0.105,0.454,83.455,4.0,252880.0,False,E,minor,E minor,"Green was the color of the grass
Where I used to read at Centennial Park
I used to think I would meet somebody there
Teal was the color of your shirt
When you were sixteen at the yogurt shop
You used to work at to make a little money
Time, curious time
Gave me no compasses, gave me no signs
Were there clues I didn't see?
And isn't it just so pretty to think
All along there was some
Invisible string
Tying you to me?
Ooh-ooh-ooh-ooh
Bad was the blood of the song in the cab
On your first trip to LA
You ate at my favorite spot for dinner
Bold was the waitress on our three-year trip
Getting lunch down by the Lakes
She said I looked like an American singer
Time, mystical time
Cutting me open, then healing me fine
Were there clues I didn't see?
And isn't it just so pretty to think
All along there was some
Invisible string
Tying you to me?
Ooh-ooh-ooh-ooh
A string that pulled me
Out of all the wrong arms, right into that dive bar
Something wrapped all of my past mistakes in barbed wire
Chains around my demons
Wool to brave the seasons
One single thread of gold
Tied me to you
Cold was the steel of my axe to grind
For the boys who broke my heart
Now I send their babies presents
Gold was the color of the leaves
When I showed you around Centennial Park
Hell was the journey, but it brought me heaven
Time, wondrous time
Gave me the blues and then purple-pink skies
And it's cool, baby, with me
And isn't it just so pretty to think
All along there was some
Invisible string
Tying you to me?
Ooh-ooh-ooh-ooh
Me
Ooh-ooh-ooh-ooh
(Ah-ah-ah)
(Ah-ah-ah)",Folklore,1.867391304347826,0.29555400000000004,0.8145333333333333,0.0,-0.8083,0.052,0.853,0.095,0.947,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Evermore
